2024-12-09 15:35:30,341 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-12-09 15:35:30,358 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-12-09 15:35:30,358 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-12-09 15:35:30,358 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-12-09 15:35:30,361 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-12-09 15:35:30,361 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-12-09 15:35:30,361 INFO  SwAddin.cs: 201 - Setting up command manager
2024-12-09 15:35:30,361 INFO  SwAddin.cs: 204 - Adding command manager
2024-12-09 15:35:30,364 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-12-09 15:35:30,366 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-12-09 15:35:30,366 INFO  SwAddin.cs: 210 - Adding event handlers
2024-12-09 15:35:30,377 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-12-09 17:10:53,460 INFO  SwAddin.cs: 294 - Assembly export called for file thumb.SLDASM
2024-12-09 17:10:54,682 INFO  SwAddin.cs: 313 - Saving assembly
2024-12-09 17:10:55,630 INFO  SwAddin.cs: 316 - Opening property manager
2024-12-09 17:10:55,642 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from thumb.SLDASM
2024-12-09 17:10:55,651 INFO  ExportHelperExtension.cs: 1136 - Found 50 in thumb.SLDASM
2024-12-09 17:10:55,651 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in thumb.SLDASM
2024-12-09 17:10:55,652 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-09 17:10:55,694 INFO  ExportHelperExtension.cs: 1160 - 18 components to check
2024-12-09 17:10:55,695 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DC15_A01_CASE_M_DUMMY-1
2024-12-09 17:10:55,695 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_CASE_M_DUMMY-1
2024-12-09 17:10:55,695 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DC15_A01_CASE_M_DUMMY-1
2024-12-09 17:10:55,696 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DC15_A01_CASE_F_DUMMY-1
2024-12-09 17:10:55,696 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_CASE_F_DUMMY-1
2024-12-09 17:10:55,696 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DC15_A01_CASE_F_DUMMY-1
2024-12-09 17:10:55,697 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DC15_A01_CASE_B_DUMMY-1
2024-12-09 17:10:55,697 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_CASE_B_DUMMY-1
2024-12-09 17:10:55,697 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DC15_A01_CASE_B_DUMMY-1
2024-12-09 17:10:55,697 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DC15_A01_HORN_DUMMY-1
2024-12-09 17:10:55,697 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_HORN_DUMMY-1
2024-12-09 17:10:55,698 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DC15_A01_HORN_DUMMY-1
2024-12-09 17:10:55,698 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PHS_1_7X20_5_DC10-1
2024-12-09 17:10:55,698 INFO  ExportHelperExtension.cs: 1136 - Found 28 in PHS_1_7X20_5_DC10-1
2024-12-09 17:10:55,698 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PHS_1_7X20_5_DC10-1
2024-12-09 17:10:55,699 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DC15_A01_LED_CAP2_DUMMY-1
2024-12-09 17:10:55,699 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_LED_CAP2_DUMMY-1
2024-12-09 17:10:55,699 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DC15_A01_LED_CAP2_DUMMY-1
2024-12-09 17:10:55,699 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 9DTact-1
2024-12-09 17:10:55,700 INFO  ExportHelperExtension.cs: 1136 - Found 5 in 9DTact-1
2024-12-09 17:10:55,700 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 9DTact-1
2024-12-09 17:10:55,701 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B3B-EH-1
2024-12-09 17:10:55,701 INFO  ExportHelperExtension.cs: 1136 - Found 27 in B3B-EH-1
2024-12-09 17:10:55,702 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B3B-EH-1
2024-12-09 17:10:55,703 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PHS_1_7X20_5_DC10-4
2024-12-09 17:10:55,703 INFO  ExportHelperExtension.cs: 1136 - Found 28 in PHS_1_7X20_5_DC10-4
2024-12-09 17:10:55,703 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PHS_1_7X20_5_DC10-4
2024-12-09 17:10:55,704 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DC15_A01_IDLE_CAP_DUMMY-1
2024-12-09 17:10:55,704 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_IDLE_CAP_DUMMY-1
2024-12-09 17:10:55,705 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DC15_A01_IDLE_CAP_DUMMY-1
2024-12-09 17:10:55,705 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PHS_1_7X20_5_DC10-2
2024-12-09 17:10:55,705 INFO  ExportHelperExtension.cs: 1136 - Found 28 in PHS_1_7X20_5_DC10-2
2024-12-09 17:10:55,706 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PHS_1_7X20_5_DC10-2
2024-12-09 17:10:55,706 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B3B-EH-2
2024-12-09 17:10:55,706 INFO  ExportHelperExtension.cs: 1136 - Found 27 in B3B-EH-2
2024-12-09 17:10:55,706 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B3B-EH-2
2024-12-09 17:10:55,707 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PHS_1_7X20_5_DC10-3
2024-12-09 17:10:55,707 INFO  ExportHelperExtension.cs: 1136 - Found 28 in PHS_1_7X20_5_DC10-3
2024-12-09 17:10:55,707 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PHS_1_7X20_5_DC10-3
2024-12-09 17:10:55,708 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DC15_A01_HORN_IDLE2_DUMMY-1
2024-12-09 17:10:55,708 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_HORN_IDLE2_DUMMY-1
2024-12-09 17:10:55,709 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DC15_A01_HORN_IDLE2_DUMMY-1
2024-12-09 17:10:55,709 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BTS2_M2_6X8-2
2024-12-09 17:10:55,709 INFO  ExportHelperExtension.cs: 1136 - Found 28 in BTS2_M2_6X8-2
2024-12-09 17:10:55,709 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BTS2_M2_6X8-2
2024-12-09 17:10:55,710 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BTS2_M2_6X8-1
2024-12-09 17:10:55,710 INFO  ExportHelperExtension.cs: 1136 - Found 28 in BTS2_M2_6X8-1
2024-12-09 17:10:55,710 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BTS2_M2_6X8-1
2024-12-09 17:10:55,710 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from fpx330-s102-1
2024-12-09 17:10:55,710 INFO  ExportHelperExtension.cs: 1136 - Found 42 in fpx330-s102-1
2024-12-09 17:10:55,711 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in fpx330-s102-1
2024-12-09 17:10:55,711 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finger_tip_tactile1-1
2024-12-09 17:10:55,711 INFO  ExportHelperExtension.cs: 1136 - Found 38 in finger_tip_tactile1-1
2024-12-09 17:10:55,712 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in finger_tip_tactile1-1
2024-12-09 17:10:55,712 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from thumb.SLDASM
2024-12-09 17:10:55,712 INFO  ExportHelperExtension.cs: 1136 - Found 50 in thumb.SLDASM
2024-12-09 17:10:55,712 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in thumb.SLDASM
2024-12-09 17:10:55,713 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-09 17:10:55,713 INFO  ExportHelperExtension.cs: 1160 - 18 components to check
2024-12-09 17:10:55,713 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DC15_A01_CASE_M_DUMMY-1
2024-12-09 17:10:55,713 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_CASE_M_DUMMY-1
2024-12-09 17:10:55,713 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in DC15_A01_CASE_M_DUMMY-1
2024-12-09 17:10:55,714 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DC15_A01_CASE_F_DUMMY-1
2024-12-09 17:10:55,714 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_CASE_F_DUMMY-1
2024-12-09 17:10:55,714 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in DC15_A01_CASE_F_DUMMY-1
2024-12-09 17:10:55,714 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DC15_A01_CASE_B_DUMMY-1
2024-12-09 17:10:55,714 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_CASE_B_DUMMY-1
2024-12-09 17:10:55,715 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in DC15_A01_CASE_B_DUMMY-1
2024-12-09 17:10:55,715 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DC15_A01_HORN_DUMMY-1
2024-12-09 17:10:55,715 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_HORN_DUMMY-1
2024-12-09 17:10:55,715 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in DC15_A01_HORN_DUMMY-1
2024-12-09 17:10:55,716 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PHS_1_7X20_5_DC10-1
2024-12-09 17:10:55,716 INFO  ExportHelperExtension.cs: 1136 - Found 28 in PHS_1_7X20_5_DC10-1
2024-12-09 17:10:55,716 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PHS_1_7X20_5_DC10-1
2024-12-09 17:10:55,716 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DC15_A01_LED_CAP2_DUMMY-1
2024-12-09 17:10:55,716 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_LED_CAP2_DUMMY-1
2024-12-09 17:10:55,717 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in DC15_A01_LED_CAP2_DUMMY-1
2024-12-09 17:10:55,717 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 9DTact-1
2024-12-09 17:10:55,717 INFO  ExportHelperExtension.cs: 1136 - Found 5 in 9DTact-1
2024-12-09 17:10:55,717 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 9DTact-1
2024-12-09 17:10:55,717 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from B3B-EH-1
2024-12-09 17:10:55,717 INFO  ExportHelperExtension.cs: 1136 - Found 27 in B3B-EH-1
2024-12-09 17:10:55,717 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in B3B-EH-1
2024-12-09 17:10:55,718 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PHS_1_7X20_5_DC10-4
2024-12-09 17:10:55,718 INFO  ExportHelperExtension.cs: 1136 - Found 28 in PHS_1_7X20_5_DC10-4
2024-12-09 17:10:55,718 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PHS_1_7X20_5_DC10-4
2024-12-09 17:10:55,718 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DC15_A01_IDLE_CAP_DUMMY-1
2024-12-09 17:10:55,718 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DC15_A01_IDLE_CAP_DUMMY-1
2024-12-09 17:10:55,719 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in DC15_A01_IDLE_CAP_DUMMY-1
2024-12-09 17:10:55,719 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PHS_1_7X20_5_DC10-2
2024-12-09 17:10:55,719 INFO  ExportHelperExtension.cs: 1136 - Found 28 in PHS_1_7X20_5_DC10-2
2024-12-09 17:10:55,719 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PHS_1_7X20_5_DC10-2
2024-12-09 17:10:55,720 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from B3B-EH-2
2024-12-09 17:10:55,720 INFO  ExportHelperExtension.cs: 1136 - Found 27 in B3B-EH-2
2024-12-09 17:10:55,720 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in B3B-EH-2
2024-12-09 17:10:55,720 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PHS_1_7X20_5_DC10-3
